Job Title,Salary Estimation,Job Description,Rating,Company,Location,Size,Founded Date,Type of Ownership,Industry,Sector,Revenue,Website
Data Science Project Manager (VP),$94K - $115K (Glassdoor Est.),"As a member of CitiVelocity Data Science team, you will be part of Citi’s Global markets technology group with a unique opportunity to deliver real time data and analytics capabilities to CitiVelocity, the firm’s platform for proprietary research and analytics. Citi Velocity is one of the leading platforms for web-based analytics on The Street, having consistently ranked #1 among 19 dealer sites in Institutional Investor’s All-America and All-Europe Surveys. The user base consists of 100k+ Markets Employees and Institutional Clients. Joining the team will provide an opportunity to work on major projects with high visibility to senior business leaders and significant impact on the business. You will work in partnership with colleagues in global locations. This role will be focused on managing data science initiatives for the CitiVelocity platform aimed at generating actionable business insights/models using consumption data on Citi Velocity web portal and that help drive broad business strategy  Responsibilities:    Technology Technology Project Management Full time",3.9,Citi,Mississauga,10000+ Employees,1812,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),http://www.citigroup.com/
"Data Analyst, Product Management",$65K - $75K (Glassdoor Est.),"Who we are:  Geotab ® is a global leader in IoT and connected transportation and certified “Great Place to Work™.” We are a company of diverse and talented individuals who work together to help businesses grow and succeed, and increase the safety and sustainability of our communities.  Geotab is advancing security, connecting commercial vehicles to the internet and providing web-based analytics to help customers better manage their fleets. Geotab’s open platform and Geotab Marketplace ®, offering hundreds of third-party solution options, allows both small and large businesses to automate operations by integrating vehicle data with their other data assets. Processing billions of data points a day, Geotab leverages data analytics and machine learning to improve productivity, optimize fleets through the reduction of fuel consumption, enhance driver safety and achieve strong compliance to regulatory changes.  Our team is growing and we’re looking for people who follow their passion, think differently and want to make an impact. Ours is a fast paced, ever changing environment. Geotabbers accept that challenge and are willing to take on new tasks and activities - ones that may not always be described in the initial job description. Join us for a fulfilling career with opportunities to innovate, great benefits, and our fun and inclusive work culture. Reach your full potential with Geotab. To see what it’s like to be a Geotabber, check out our blog and follow us @InsideGeotab on Instagram, Twitter or Facebook. Join our talent network to learn more about job opportunities and company news.",4.2,Geotab,Oakville,201 to 500 Employees,2000,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),http://www.geotab.com/
Director Data Science and Public Safety Officer,,"The Director, Data Science & Public Safety Officer (PSO) is responsible for developing people and systems that multiply the impact of ESA by creating actionable insights from data and in-depth investigations, and embedding data-driven decision-making and innovation, within the organizational culture of ESA. Provide leadership, direction and management to the Electrical Safety Authority’s Data Analytic Group. REPORTING RELATIONSHIPS Reports to: Chief Regulatory Officer & General Counsel Direct Reports: 3 (Data Analytics and Safety & Technical Program Team) ROLE DESCRIPTION Provide advice to ESA’s Board and Senior/Executive Teams on electrical safety issues as evidenced by work carried out in support of the Ontario Electrical Safety Report (OESR), the Harm Life Cycle (HLC) and other evidence-based work carried out by the Data Analytics Group (DAG);",,Electrical Safety Authority,Mississauga,-1,-1,-1,-1,-1,-1,-1
"Director, Data & Analytics",,"Prophix is currently undergoing a major transformation and striving to become a fully data-enabled business to drive market-leading performance. We’re changing the way things are done to ensure the work we undertake remains informed and operates in an agile fashion. We are looking to build an enterprise-wide data & analytics capability, that can enable strategic and tactical projects to drive growth and improve efficiency, ranging from operational dashboards to helping management run the business more effectively, AI models to drive growth via improving cross-sell and retention, through to developing data-driven products and services for clients to create new revenue streams. Central to this vision is to create a data & analytics team, setting up an enterprise-grade data warehouse, and establishing a data-driven culture. Prophix is looking to establish a formal team this year, with the Toronto based Director leading the team to manage BI professionals and the technology platform Day to day, you will be responsible for the management, development, operation and deployment of the analytics program and technology, utilizing your outstanding stakeholder engagement skills with stakeholders from across the Prophix family to understand the requirements from the business to bring these ideas to life. We require someone with outstanding stakeholder engagement skills so that you can utilize the latest Analytics techniques to address the business priorities, the challenges, but also the opportunities that creative Analytics solutions can solve. You will also be designing and manipulating data for required transformation and outputs, ensuring raw and aggregated data availability.",4.8,Prophix Software Inc.,Mississauga,201 to 500 Employees,1987,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,http://www.prophix.com/
Business Intelligence Analyst,,"BUILD YOUR CAREER HERE Join us to shape and deliver innovative supply chain solutions to help leading brands advance their businesses.  Job Summary  Embracing and driving change is critical to our success. As such we are relentlessly focused on innovating at every level of our business, investing in new technologies and products, and attracting the best talent to drive the company forward. The successful candidate will support the design and delivery of strategic and operational Supply Chain reporting for operations and senior management with analysis and evaluation of improvement opportunities to support Supply Chain's productivity agenda. At Metro we focus on efficiency, people, financial, and effectiveness analytics to drive change and improve prediction and planning.  Requirements:    1. Creative, agile, and innovative, able to manage in an environment of change and ambiguity to help shape our evolving strategy through building, launching and managing initiatives/strategies producing results for our organization and customer. 2. Effective communication style with a demonstrated ability to work with teams. 3. A natural leader, leading by example and not afraid of questioning the norm and changing behaviours. 4. Strategic thinker with strong execution skills Join a diverse team empowered to continuously deliver value and make a real impact to our customers, our team, and our world. We are committed to building and fostering a diverse workplace where people feel included and valued. We encourage applications from all qualified individuals. Should you require accommodation for a special ability or need during the recruitment process, please reach out to a member of our Human Resources Team.  #HP",3.1,Metro Supply Chain,Mississauga,5001 to 10000 Employees,1974,Company - Private,Logistics & Supply Chain,Transportation & Logistics,Unknown / Non-Applicable,http://www.metroscg.com/
Sr. Data Scientist,$86K - $121K (Glassdoor Est.),"Referred applicants should not apply directly to this role. All referred applicants must first be submitted through Workday by a current Loblaw Colleague. Location: 1 Presidents Choice Circle, Brampton, Ontario, L6Y 5S5 Inspired by food? Committed to excellent service? So are we. At Loblaw, we are Food Lovers! We are committed to our Colleagues and Customers and work hard to create a culture that allows us to be our authentic selves while working as a Team. We know that clear communication, collaboration and teamwork is the key to having a successful workplace.  We're looking for talented colleagues who are excited about providing an exceptional shopping experience for customers and delighting them every step of the way!  Whether you are just starting your career, re-entering the workforce, or looking for a new job, this is where you belong. Full time Regular",3.6,Loblaw Companies Limited,Brampton,10000+ Employees,-1,Company - Public,Vehicle Dealers,Retail,$10+ billion (USD),http://www.loblaw.com/
"Software Engineer, Machine Learning Infrastructure",,"Join TuSimple and help change the way the world moves. Together we're making freight transportation safer, more efficient, and more environmentally friendly. Email you resume directly to:swe__machine_learning_infra__be6050532us@ivy.greenhouse.io Job Description Software Engineering builds the brains of our autonomous trucks. In this role, you'll create and deploy platforms that enable efficient development and evaluation of the machine learning systems powering our autonomous trucks. What You'll Do: Build platforms, systems and internal tools for autonomous vehicle ML models",4.2,"TuSimple, Inc.",Ontario,201 to 500 Employees,2015,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,http://www.tusimple.ai/
"Technical Program Manager, Machine Learning",,"Join TuSimple and help change the way the world moves. Together we're making freight transportation safer, more efficient, and more environmentally friendly. This role is remote or in San Diego, CA. Relocation assistance is provided. For immediate consideration please email your resume to: ml__technical_program_manager_b3b0528f2us@ivy.greenhouse.io Company Overview Come join a higher calling and find a deeper purpose! As a multi-national Artificial Intelligence Technology Company, we are at the epicenter of the Autonomous Vehicle Universe. Our breakthroughs are leading the industry in autonomous trucking.",4.2,"TuSimple, Inc.",Ontario,201 to 500 Employees,2015,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,http://www.tusimple.ai/
"Senior Analyst, Digital Business & Customer Insights",,"Referred applicants should not apply directly to this role. All referred applicants must first be submitted through Workday by a current Loblaw Colleague. Location: 1 President's Choice Circle, Toronto, Ontario, L6Y 5S5 Inspired by food? Committed to excellent service? So are we. At Loblaw, we are Food Lovers! We are committed to our Colleagues and Customers and work hard to create a culture that allows us to be our authentic selves while working as a Team. We know that clear communication, collaboration and teamwork is the key to having a successful workplace.  We're looking for talented colleagues who are excited about providing an exceptional shopping experience for customers and delighting them every step of the way!  Whether you are just starting your career, re-entering the workforce, or looking for a new job, this is where you belong.    Full time Regular",3.6,Loblaw Companies Limited,Brampton,10000+ Employees,-1,Company - Public,Vehicle Dealers,Retail,$10+ billion (USD),http://www.loblaw.com/
"Director, Data Science",$86K - $121K (Glassdoor Est.),"Referred applicants should not apply directly to this role. All referred applicants must first be submitted through Workday by a current Loblaw Colleague. Location: 1 Presidents Choice Circle, Brampton, Ontario, L6Y 5S5 Inspired by food? Committed to excellent service? So are we. At Loblaw, we are Food Lovers! We are committed to our Colleagues and Customers and work hard to create a culture that allows us to be our authentic selves while working as a Team. We know that clear communication, collaboration and teamwork is the key to having a successful workplace.  We're looking for talented colleagues who are excited about providing an exceptional shopping experience for customers and delighting them every step of the way!  Whether you are just starting your career, re-entering the workforce, or looking for a new job, this is where you belong.   Full time Regular",3.6,Loblaw Companies Limited,Brampton,10000+ Employees,-1,Company - Public,Vehicle Dealers,Retail,$10+ billion (USD),http://www.loblaw.com/
,,"Referred applicants should not apply directly to this role. All referred applicants must first be submitted through Workday by a current Loblaw Colleague. Location: 1 Presidents Choice Circle, Brampton, Ontario, L6Y 5S5 Inspired by food? Committed to excellent service? So are we. At Loblaw, we are Food Lovers! We are committed to our Colleagues and Customers and work hard to create a culture that allows us to be our authentic selves while working as a Team. We know that clear communication, collaboration and teamwork is the key to having a successful workplace.  We're looking for talented colleagues who are excited about providing an exceptional shopping experience for customers and delighting them every step of the way!  Whether you are just starting your career, re-entering the workforce, or looking for a new job, this is where you belong.   Full time Regular",3.6,Loblaw Companies Limited,Brampton,10000+ Employees,-1,Company - Public,Vehicle Dealers,Retail,$10+ billion (USD),http://www.loblaw.com/
"Analyst, Data Science",$29K - $84K (Glassdoor Est.),"Les candidats référés ne doivent pas postuler directement pour ce poste. Toutes les références de candidats doivent d’abord être soumises dans Workday par un collègue de Loblaw actuel. Lieu: 1 Presidents Choice Circle, Brampton, Ontario, L6Y 5S5 Inspiré(e) par la nourriture? Engagé(e) à offrir un excellent service? Nous aussi. Chez Loblaw, nous sommes de grands gourmets! Nous sommes engagés envers nos collègues et nos client(e)s et nous travaillons fort pour développer une culture qui nous permet d’être authentiques tout en favorisant le travail d’équipe. Nous savons que la communication efficace, la collaboration et le travail d’équipe sont essentiels au succès d’un milieu de travail.  Nous recherchons des collègues de talent qui souhaitent par-dessus tout offrir une expérience de magasinage exceptionnelle à nos client(e)s en veillant à leur faire plaisir à chaque étape!  Que vous commenciez tout juste votre carrière, que vous recommenciez à travailler ou que vous cherchiez un nouvel emploi, vous aurez votre place ici.      Temps plein Poste régulier",3.6,Loblaw Companies Limited,Brampton,10000+ Employees,-1,Company - Public,Vehicle Dealers,Retail,$10+ billion (USD),http://www.loblaw.com/
Machine Learning Platform - Full Stack Engineering Manager,,"Join TuSimple and help change the way the world moves. Together we're making freight transportation safer, more efficient, and more environmentally friendly. This opportunity is remote! You can apply to the job with this email address: benchmarking_platform_engineering_manager_e9808e722us@ivy.greenhouse.io  TuSimple Company Overview Come join a higher calling and find a deeper purpose!",4.2,"TuSimple, Inc.",Ontario,201 to 500 Employees,2015,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,http://www.tusimple.ai/
SEPT Grad - SESSIONAL FACULTY - SEP 786 Artificial Intelligence & Machine Learning Fundamentals/ SEP 787 Machine Learning: Classifi...,$97K (Employer Est.),"NOTICE OF POSTING For Sessional Faculty  The W Booth School of Engineering Practice and Technology invites applications for the following teaching position to be offered in the Winter 2020 session. The successful candidate will have full responsibility for the course.  Course Name: SEP786/787 Artificial Intelligence and Machine Learning Fundamentals/Machine Learning : Classification Models Term: Term 2, Winter 2020",4.4,McMaster University,Hamilton,5001 to 10000 Employees,1887,College / University,Colleges & Universities,Education,$500 million to $1 billion (USD),http://www.mcmaster.ca/
Data Analyst (AVP),,"The Data Analytics Senior Analyst is a seasoned professional role. Applies in-depth disciplinary knowledge, contributing to the development of new techniques and the improvement of processes and work-flow for the area or function. Integrates subject matter and industry expertise within a defined area. Requires in-depth understanding of how areas collectively integrate within the sub-function as well as coordinate and contribute to the objectives of the function and overall business. Evaluates moderately complex and variable issues with substantial potential impact, where development of an approach/taking of an action involves weighing various alternatives and balancing potentially conflicting situations using multiple sources of information. Requires good analytical skills in order to filter, prioritize and validate potentially complex and dynamic material from multiple sources. Strong communication and diplomacy skills are required. Regularly assumes informal/formal leadership role within teams. Involved in coaching and training of new recruits. Significant impact in terms of project size, geography, etc. by influencing decisions through advice, counsel and/or facilitating services to others in area of specialization. Work and performance of all teams in the area are directly affected by the performance of the individual.     Technology Data Analytics Full time",3.9,Citi,Mississauga,10000+ Employees,1812,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),http://www.citigroup.com/
Senior Business Data Analyst - MBC,,"Position Summary:  The Sr. Business Data Analytics Analyst has the objective of driving Martin Brower’s strategic initiatives through the advocation and delivery of analytics solutions and best practices across the organization. In addition, this role will support initiatives directly with Martin Brower’s Key external customers to understand their needs and offer business intelligence and analytics to optimize the supply chain.  Position Responsibilities may include, but not limited to: Incorporate data from multiple sources to provide comprehensive analysis and strategic insights. Employ, demonstrate, and advocate analytics best practices in the areas of data modeling, data wrangling, data visualization and data storytelling. Understand and prioritize business requirements while managing the expectations of stakeholders.",3.6,Martin Brower,Mississauga,10000+ Employees,1956,Subsidiary or Business Segment,Wholesale,Business Service,$10+ billion (USD),http://www.martinbrower.com/
Tenure-Track Assistant Professor in Machine Learning & Artificial Intelligence in Chemistry,,"Schedule Monday to Friday, 8:30 a.m. to 4:30 p.m. Education Level Doctoral Degree Career Level Tenure-Track Faculty Member  Job Description  Faculty of Science, Department of Chemistry & Chemical Biology Tenure-Track Assistant Professor in Machine Learning & Artificial Intelligence in Chemistry  McMaster University is located on the traditional territories of the Haudenosaunee and Mississauga Nations, and within the lands protected by the Dish with One Spoon wampum agreement.  Position Description  The Department of Chemistry & Chemical Biology (CCB) at McMaster University invites applications to fill a tenure-track position at the rank of Assistant Professor in the general area of machine learning and artificial intelligence, effective July 1, 2022.  Scientists whose research interests focus on theoretical computational methods that involve development of machine learning algorithms to address a broad spectrum of problems of fundamental or practical importance, including sustainable materials synthesis, drug design, environmental remediation, energy capture and storage, and clean energy generation are encouraged to apply. The successful applicant will be expected to mount a research program targeted toward fundamental theoretical chemistry with an interest in solving practical problems. The successful applicant may also seek collaborations within the MacDATA institute. The research program should create a presence in any one of a number of critically important areas. Machine Learning approaches in chemistry represent a clear area of growing importance, and CCB will provide a vibrant environment to foster a new research program in this area, with many opportunities for both internal and external collaborations.  Our aim is to recruit a candidate who will establish an internationally competitive research program and forge numerous research interactions and collaborations with colleagues across the University, including those within the Faculties of Science and Engineering. The successful candidate will take advantage of numerous opportunities to attract research funding for personnel and infrastructure.  Applicants should clearly demonstrate potential to develop a prominent, externally funded research program and a commitment to excellence in teaching at the graduate and undergraduate levels. Candidates must have both a bachelor’s and doctoral degree in chemistry or a closely related field, relevant postdoctoral experience, and a promising record of research scholarship and productivity.  McMaster University is a globally renowned institution of higher learning and a research community committed to advancing human and societal health and well-being. Our focus on collaboratively exchanging ideas and approaches makes us uniquely positioned to pioneer ground-breaking solutions to real-world problems leading to a Brighter World. The Faculty of Science works to create global impact by advancing scientific discovery and knowledge, and promoting greater understanding. Our innovative, interdisciplinary approach generates new methods and insights, results, and lasting change.  Commitment to Inclusive Excellence  The diversity of our workforce is at the core of our innovation and creativity and strengthens our research and teaching excellence. In keeping with its Statement on Building an Inclusive Community with a Shared Purpose, McMaster University strives to embody the values of respect, collaboration and diversity, and has a strong commitment to employment equity.  The University seeks qualified candidates who share our commitment to equity and inclusion, who will contribute to the diversification of ideas and perspectives, and especially welcomes applications from First Nations, Métis and Inuit peoples, members of racialized communities (“visible minorities”), persons with disabilities, women, persons who identify as 2SLGBTQ+.  We invite all applicants to complete a brief Diversity Survey, which takes approximately two minutes to complete, through McMaster’s application submission portal. The answering of survey questions is voluntary with an option to decline to answer. All information collected is confidential and will be used to support efforts to broaden the diversity of the applicant pool and to promote a fair, equitable and inclusive talent acquisition process.  Job applicants requiring accommodation to participate in the hiring process should contact the Office of the Dean, Faculty of Science at baileyd@mcmaster.ca to communicate accommodation needs.  How to Apply  Complete applications must be made online at https://hr.mcmaster.ca/careers/current-opportunities/ (Faculty Positions, Job 40529) by December 1, 2021 to the attention of Dr. Gillian Goward, Professor & Chair, Department of Chemistry & Chemical Biology, McMaster University, 1280 Main Street West, Hamilton, Ontario, L8S 4K1.   a cover letter (including a statement regarding whether the applicant has Canadian citizenship/permanent resident status (see below)) a current, detailed Curriculum Vitae a statement of research interests (2-page maximum), including detailed descriptions of three research projects that exemplify the proposed research program, as well as a list of the major instrumentation and equipment necessary to pursue the proposed research program a statement highlighting the candidate’s top three publications and specifying the significance and novelty of these contributions a statement of teaching philosophy and interests (2-page maximum) a statement of experience and plans for advancing equity, diversity and inclusion in post-secondary education, community-based or other professional settings (2-page maximum) the names and full contact information of at least three referees. Letters of reference are not required and will not be reviewed at the application stage; the Department will request letters of recommendation from referees at later stages of the search process.  Review of complete applications will begin December 1, 2021 and continue until the position is filled. All applicants will receive an on-line, system-generated confirmation of receipt of their application; however, only short-listed applicants will be contacted for interviews. Please be advised that any full-time, permanent faculty member of the Department can request confidential access to the application materials, including the reference letters. Progressive policies are in place to assist faculty members to achieve a work-life balance. Salary will be commensurate with qualifications and experience.  All qualified candidates are encouraged to apply; however, Canadian citizens and permanent residents will be given priority. To comply with the Government of Canada’s reporting requirements, the University is obliged to gather information about applicants’ status as either Canadian citizens or Permanent Residents of Canada. Applicants need not identify their country of origin or current citizenship; however, all applications, as stated above, MUST include one of the following statements in their application package: “I am/am not a citizen or permanent resident of Canada.” Applications that do not include this information will be deemed incomplete.  How To Apply  To apply for this job, please submit your application online.  The University is committed to providing and maintaining healthy and safe working and learning environments for all workers, students, volunteers and visitors. Effective October 18, 2021, all McMaster community members, including employees, accessing a McMaster campus or facility in person are required to be fully vaccinated or to have received an exemption from the University for a valid human rights ground. This is a term and condition of employment. As defined by the provincial government, people are considered fully vaccinated two weeks after their second dose in a 2-dose series. Vaccines approved by Health Canada or the World Health Organization will be recognized. The University will continue to follow the guidance of public health organizations to define fully vaccinated.  Effective September 7 through to October 18, those employees who are not fully vaccinated will participate in rapid testing twice per week, pending assessment of a human rights exemption or being fully vaccinated. Processes for confidentially disclosing vaccination status, completing testing, and review of human rights exemptions have been developed and you will be advised further upon hire.  The vaccination requirement has been adopted as part of the University’s efforts to keep our community safe, and based on the evidence which is demonstrating that vaccination is one of the most significant measures that can be taken to protect student, staff, faculty and community members. Further information is available at the following link: https://covid19.mcmaster.ca/campus-health-safety/#tab-content-vaccination. More information on the University’s Health and Safety framework is available online at https://hr.mcmaster.ca/resources/covid19/.  Questions regarding the above requirements or any accommodation requests through the recruitment process can be directed to your human resources contact.",4.4,McMaster University,Hamilton,5001 to 10000 Employees,1887,College / University,Colleges & Universities,Education,$500 million to $1 billion (USD),http://www.mcmaster.ca/
"Actuarial Manager, Claims Analytics",,"The Pricing & Actuarial team at Gore Mutual is rapidly expanding. We’re looking for exceptional talent to lead our Claims Analytics team and act as a key contributor with continuing to grow our actuarial strategy. Reporting to the VP, Pricing & Actuarial, you will work closely with our Claims, Finance, and Risk departments as a founding member of our Corporate Actuarial function. Joining our team will provide you with a unique and exciting opportunity where you’ll be able to build brand new models from scratch, supporting your entrepreneurial and innovative spirit to really make your mark. We are on a new path called NEXT HORIZON The insurance industry is changing at an exponential pace, driven by changing customer experience, climate change and technology. In response Gore Mutual is making bold moves to reposition our company as a purpose driven, digitally led national insurer. Next Horizon is our 10-year vision and strategy that sets a new path for our company. Come and make your mark on our Next Horizon! What will you do?",,Gore Mutual Insurance Company,Cambridge,201 to 500 Employees,1839,Company - Private,Insurance Operator,Insurance,$100 to $500 million (USD),http://www.goremutual.ca/
Data Scientist,$80K - $102K (Glassdoor Est.),"About Praemo: Founded by industry experts and focused on the appropriate application of leading-edge analytic technologies like AI within industrial operations, we believe there is a simpler, more cost, time and operationally effective way to harvest insights from the Industrial and Manufacturing data sets that already exist. Praemo is an advanced data and analytics company that builds solutions utilized by a wide range of industrial operations. From discrete manufacturing to consumer-packaged goods to mining and process plants, our technology, RazorTM fills a critical gap. Utilizing an organization’s operational and IoT (Internet of Things) data as-is, where-is, and applying AI (artificial intelligence) tools like ML (Machine Learning), RazorTM transforms existing, under-utilized data into context relevant insights. These insights alert industrial operators to any anomaly with the potential to harm performance in time to prevent it. Responsibilities:",5.0,Praemo,Kitchener,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,http://www.praemo.com/
Tenure-Track Assistant Professor in Data Science in Actuarial & Financial Mathematics,,"Schedule Monday to Friday, 8:30 a.m. to 4:30 p.m. Education Level Doctoral Degree Career Level Tenure-Track faculty member  Job Description  Faculty of Science, Department of Mathematics & Statistics Tenure-Track Assistant Professor in Data Science in Actuarial & Financial Mathematics  McMaster University is located on the traditional territories of the Haudenosaunee and Mississauga Nations, and within the lands protected by the Dish with One Spoon wampum agreement.  Position Description  The Department of Mathematics & Statistics at McMaster University invites applications for a tenure-track faculty position at the level of Assistant Professor. The anticipated start date for this position is July 1, 2022.  The successful candidate will have a PhD in Mathematics, Statistics, or a related discipline, and a proven record of research excellence in Data Science in Actuarial and Financial Mathematics. The successful candidate will establish their own research program building on the current strengths of the department, supervise graduate students and teach at both graduate and undergraduate levels. In particular, the successful candidate will be part of the instructional team in our award-winning Actuarial and Financial Mathematics undergraduate program and our acclaimed Masters in Financial Mathematics graduate program. A professional actuarial designation or relevant experience are assets for this position, but not a requirement to apply.  The Department of Mathematics and Statistics currently has 38.5 full-time faculty members and a rolling average of approximately 100 graduate students and 15 postdoctoral fellows. In addition to the priority area for this search, related research interests of the department include computational statistics, mathematical biology, and several areas in applied mathematics. A number of researchers in our department are active members of the MacDATA Institute - McMaster’s data science institute – a large university-wide institute founded in 2015 that has a mandate to promote innovative research and training programs on big data and, in general, data science. For more information, please see www.math.mcmaster.ca and https://macdata.mcmaster.ca.  McMaster University is a globally renowned institution of higher learning and a research community committed to advancing human and societal health and well-being. Our focus on collaboratively exchanging ideas and approaches makes us uniquely positioned to pioneer ground-breaking solutions to real-world problems leading to a Brighter World. The Faculty of Science works to create global impact by advancing scientific discovery and knowledge, and promoting greater understanding. Our innovative, interdisciplinary approach generates new methods and insights, results, and lasting change.  Progressive policies are in place to assist faculty members to achieve a work-life balance. Salary will be commensurate with qualifications and experience.  Commitment to Inclusive Excellence  The diversity of our workforce is at the core of our innovation and creativity and strengthens our research and teaching excellence. In keeping with its Statement on Building an Inclusive Community with a Shared Purpose, McMaster University strives to embody the values of respect, collaboration and diversity, and has a strong commitment to employment equity.  The University seeks qualified candidates who share our commitment to equity and inclusion, who will contribute to the diversification of ideas and perspectives, and especially welcomes applications from First Nations, Métis and Inuit peoples, members of racialized communities (“visible minorities”), persons with disabilities, women, persons who identify as 2SLGBTQ+.  We invite all applicants to complete a brief Diversity Survey, which takes approximately two minutes to complete. All questions are voluntary, with an option to decline to answer. All information collected is confidential and will be used to support efforts to broaden the diversity of the applicant pool and to promote a fair, equitable and inclusive talent acquisition process. If not applying through McMaster’s application submission portal, the survey will be sent to all applicants in a separate communication. Please refer to the Applicant Diversity Survey Statement of Collection for more information. Additional inquiries about the Diversity Survey may be directed to hr.empequity@mcmaster.ca.  How to Apply  If interested in this position, please apply online by using the MathJobs website (http://www.mathjobs.org) or at https://hr.mcmaster.ca/careers/current-opportunities/ (Faculty Positions, Job ID 40453). A complete application consists of:  a cover letter (including a statement regarding whether the applicant has Canadian citizenship / permanent resident status (see below)) a current Curriculum Vitae a research statement a statement of teaching philosophy and practice a statement of experience and plans for advancing equity, diversity and inclusion in post-secondary education, community-based or other professional settings three (3) letters of reference which should ideally be submitted through MathJobs or sent directly by your referees to Dr. Matheus Grasselli, Department Chair (grasselli@math.mcmaster.ca)  Please be advised that any full-time, permanent faculty member of the Department can request confidential access to the application materials, including the reference letters. Review of complete applications will begin on November 1, 2021 and continue until the position is filled. All applicants will receive an on-line, system-generated confirmation of receipt of their application; however, only short-listed applicants will be contacted for interviews.  All qualified candidates are encouraged to apply; however, Canadian citizens and permanent residents will be given priority. To comply with the Government of Canada’s reporting requirements, the University is obliged to gather information about applicants’ status as either Permanent Residents of Canada or Canadian citizens. Applicants need not identify their country of origin or current citizenship; however, all applications, as stated above, MUST include one of the following statements in their application package: “I am/am not a citizen or permanent resident of Canada.” Applications that do not include this information will be deemed incomplete.  Job applicants requiring accommodation to participate in the hiring process should contact the Office of the Dean, Faculty of Science at baileyd@mcmaster.ca to communicate accommodation needs.  How To Apply  To apply for this job, please submit your application online.",4.4,McMaster University,Hamilton,5001 to 10000 Employees,1887,College / University,Colleges & Universities,Education,$500 million to $1 billion (USD),http://www.mcmaster.ca/
"Data Scientist, Omnia AI - New Grad 2022 - National",,"Our Purpose At Deloitte, we are driven to inspire and help our people, organization, communities, and country to thrive. Our Purpose is to build a better future by accelerating and expanding access to knowledge. Purpose defines who we are and gives us reason to exist as an organization. By living our Purpose, we will make an impact that matters. We combine our AI and machine learning expertise with our business and industry acumen to execute on business problems and build tangible enterprise solutions, come check us out. What will your typical day look like? You will be constantly engaging stakeholders (client or otherwise) to identify client problems and develop solutions. Through workshops, interviews, and research, you will identify gaps in current business and technology capabilities and work with a multi-functional team to define a future vision, the ‘Art of the Possible’. You will identify and grow uses cases into Proof of Concepts, define governance and operating models, and develop roadmaps to help a client execute on initiatives – all around applications of AI, Advanced Analytics, and Data. Finally, you will guide clients through these efforts, socializing results and effecting change management.",,Ouest,Toronto,1 to 50 Employees,-1,Unknown,Casual Restaurant,"Restaurants, Bars & Food Service",Less than $1 million (USD),http://www.ouestny.com/
Data Science - 4 Month Co-op/Internship (Summer 2022),$79K - $100K (Glassdoor Est.),"It’s more than a great career. It’s a bright future. If you’re a student who wants to fast-track your career AND get valuable and in-depth industry experience while you do it, this is an opportunity for you! We aim to be the best insurance AI shop in the world and we’re cultivating the next generation of tech and talent to help us do it. As an Intern or Co-op student joining our innovation lab, you’ll be surrounded by a diverse team of experts who are transforming the insurance experience for millions of Canadians. Think machine learning, data science, AI, agility, UX, rapid prototyping, and design thinking – it’s all in a day’s work at Intact Lab. Each year, we welcome more than 300 interns from coast to coast. A term with our lab means you’ll get the experience, coaching, training, development, support, and flexibility you need to be your best self and do your best work. You’ll meet amazing people along the way, help solve real business problems, and make a difference, together.",4.4,Intact,Toronto,10000+ Employees,-1,Company - Public,Insurance Operator,Insurance,$5 to $10 billion (USD),http://careers.intact.ca/
"Data Scientist, Advanced Analytics",,Facility Location- Toronto Work Location - Posting Locations - Toronto (GTA) Department - Commercial Growth Strategy & Execution Job Function - Administrative/Clerical/Office Support Employee Type - Regular Employee FT Salaried Shift/Hours – About Us,3.8,Coca-Cola Canada Bottling Limited,Toronto,5001 to 10000 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,http://www.cokecanada.com/
"Lead Data Scientist, Search and Personalization (14498) - Toronto (Remote)",$77K - $135K (Glassdoor Est.),"Notice: Several false job solicitations are circulating via email and social media purporting to be official Getty Images communications. While our staff may initially contact you via social media if your experience is relevant to a posted role, we will never issue job offers or request personal financial information via social media. Further, all outreach will include the Getty Images’ employee email and phone contact. As a reminder, all career opportunities can be found here.  Covid-19 Company Statement: Getty Images does not require employees to be vaccinated against Covid-19, but vaccination or testing may be mandated by the relevant local laws with which Getty Images will comply. If this position involves contact with third parties, attendance on site for events, travel and/or work in our offices, those actions will be subject to any to relevant local laws, venue or customer requirements, or travel requirements regarding vaccines or testing (and exemptions thereto).",4.0,Getty Images,Toronto,1001 to 5000 Employees,1995,Company - Private,Photography,"Arts, Entertainment & Recreation",Unknown / Non-Applicable,http://www.gettyimages.com/
